Nível;Indicador;2010;Unidade
17.1.7.3.1;Sexo;;
17.1.7.3.1.1;Masculino;55980;domicílios
17.1.7.3.1.2;Feminino;31989;domicílios
17.1.7.4;4 moradores;72222;domicílios
17.1.7.4.1;Sexo;;
17.1.7.4.1.1;Masculino;49532;domicílios
17.1.7.4.1.2;Feminino;22690;domicílios
17.1.7.5;5 moradores;31014;domicílios
17.1.7.5.1;Sexo;;
17.1.7.5.1.1;Masculino;20380;domicílios
17.1.7.5.1.2;Feminino;10634;domicílios
17.1.7.6;6 moradores;11744;domicílios
17.1.7.6.1;Sexo;;
17.1.7.6.1.1;Masculino;7292;domicílios
17.1.7.6.1.2;Feminino;4452;domicílios
17.1.7.7;7 moradores;4937;domicílios
17.1.7.7.1;Sexo;;
17.1.7.7.1.1;Masculino;2871;domicílios
17.1.7.7.1.2;Feminino;2066;domicílios
17.1.7.8;8 moradores;2137;domicílios
17.1.7.8.1;Sexo;;
17.1.7.8.1.1;Masculino;1196;domicílios
17.1.7.8.1.2;Feminino;941;domicílios
17.1.7.9;9 moradores;1027;domicílios
17.1.7.9.1;Sexo;;
17.1.7.9.1.1;Masculino;531;domicílios
17.1.7.9.1.2;Feminino;496;domicílios
17.1.7.10;10 moradores;532;domicílios
17.1.7.10.1;Sexo;;
17.1.7.10.1.1;Masculino;278;domicílios
17.1.7.10.1.2;Feminino;254;domicílios
17.1.7.11;11 moradores ou mais;467;domicílios
17.1.7.11.1;Sexo;;
17.1.7.11.1.1;Masculino;217;domicílios
17.1.7.11.1.2;Feminino;250;domicílios
17.1.8;Tipo de domicílio;;
17.1.8.1;Apartamento;85011;domicílios
17.1.8.2;Casa;252029;domicílios
17.1.8.3;Casa de vila ou em condomínio;9879;domicílios
17.1.8.4;Habitação em casa de cômodo, cortiço ou cabeça de porco;1349;domicílios
17.1.8.5;Oca ou maloca;;domicílios
17.2;Pessoas de 10 anos ou mais de idade;;
17.2.1;Classe de rendimento nominal mensal;;
17.2.1.1;Sem rendimento;316025;pessoas
17.2.1.1.1;Sexo;;
17.2.1.1.1.1;Masculino;116874;pessoas
17.2.1.1.1.2;Feminino;199151;pessoas
17.2.1.2;Até 1/4 de salário mínimo;4234;pessoas
17.2.1.2.1;Sexo;;
17.2.1.2.1.1;Masculino;1195;pessoas
17.2.1.2.1.2;Feminino;3039;pessoas
17.2.1.3;Mais de 1/4 a 1/2 salário mínimo;6175;pessoas
17.2.1.3.1;Sexo;;
17.2.1.3.1.1;Masculino;1903;pessoas
17.2.1.3.1.2;Feminino;4272;pessoas
17.2.1.4;Mais de 1/2 a 1 salário mínimo;98779;pessoas
17.2.1.4.1;Sexo;;
17.2.1.4.1.1;Masculino;35863;pessoas
17.2.1.4.1.2;Feminino;62916;pessoas
17.2.1.5;Mais de 1 a 2 salários mínimos;225561;pessoas
17.2.1.5.1;Sexo;;
17.2.1.5.1.1;Masculino;115117;pessoas
17.2.1.5.1.2;Feminino;110444;pessoas
17.2.1.6;Mais de 2 a 3 salários mínimos;98604;pessoas
17.2.1.6.1;Sexo;;
17.2.1.6.1.1;Masculino;59710;pessoas
17.2.1.6.1.2;Feminino;38894;pessoas
17.2.1.7;Mais de 3 a 5 salários mínimos;89329;pessoas
17.2.1.7.1;Sexo;;
17.2.1.7.1.1;Masculino;53320;pessoas
17.2.1.7.1.2;Feminino;36009;pessoas
17.2.1.8;Mais de 5 a 10 salários mínimos;72281;pessoas
17.2.1.8.1;Sexo;;
17.2.1.8.1.1;Masculino;42961;pessoas
17.2.1.8.1.2;Feminino;29320;pessoas
17.2.1.9;Mais de 10 a 15 salários mínimos;15662;pessoas
17.2.1.9.1;Sexo;;
17.2.1.9.1.1;Masculino;10094;pessoas
17.2.1.9.1.2;Feminino;5568;pessoas
17.2.1.10;Mais de 15 a 20 salários mínimos;13437;pessoas
17.2.1.10.1;Sexo;;
17.2.1.10.1.1;Masculino;9576;pessoas
17.2.1.10.1.2;Feminino;3861;pessoas
17.2.1.11;Mais de 20 a 30 salários mínimos;6835;pessoas
17.2.1.11.1;Sexo;;
17.2.1.11.1.1;Masculino;5280;pessoas
17.2.1.11.1.2;Feminino;1555;pessoas
17.2.1.12;Mais de 30 salários mínimos;3536;pessoas
17.2.1.12.1;Sexo;;
17.2.1.12.1.1;Masculino;2861;pessoas
17.2.1.12.1.2;Feminino;675;pessoas
17.2.1.13;Sem declaração;;pessoas
17.2.1.13.1;Sexo;;
17.2.1.13.1.1;Masculino;;pessoas
17.2.1.13.1.2;Feminino;;pessoas
17.2.2;Cor ou raça;;
17.2.2.1;Amarela;;
17.2.2.1.1;Classe de rendimento nominal mensal;;
17.2.2.1.1.1;Sem rendimento;3895;pessoas
17.2.2.1.1.2;Até 1/4 de salário mínimo;22;pessoas
17.2.2.1.1.3;Mais de 1/4 a 1/2 salário mínimo;50;pessoas
17.2.2.1.1.4;Mais de 1/2 a 1 salário mínimo;1041;pessoas
17.2.2.1.1.5;Mais de 1 a 2 salários mínimos;2088;pessoas
17.2.2.1.1.6;Mais de 2 a 3 salários mínimos;1149;pessoas
17.2.2.1.1.7;Mais de 3 a 5 salários mínimos;1422;pessoas
17.2.2.1.1.8;Mais de 5 a 10 salários mínimos;1592;pessoas
17.2.2.1.1.9;Mais de 10 a 15 salários mínimos;398;pessoas
17.2.2.1.1.10;Mais de 15 a 20 salários mínimos;342;pessoas
17.2.2.1.1.11;Mais de 20 a 30 salários mínimos;206;pessoas
17.2.2.1.1.12;Mais de 30 salários mínimos;86;pessoas
17.2.2.1.1.13;Sem declaração;;pessoas
17.2.2.2;Branca;;
17.2.2.2.1;Classe de rendimento nominal mensal;;
17.2.2.2.1.1;Sem rendimento;200487;pessoas
17.2.2.2.1.2;Até 1/4 de salário mínimo;1766;pessoas
17.2.2.2.1.3;Mais de 1/4 a 1/2 salário mínimo;2916;pessoas
17.2.2.2.1.4;Mais de 1/2 a 1 salário mínimo;55572;pessoas
17.2.2.2.1.5;Mais de 1 a 2 salários mínimos;133252;pessoas
17.2.2.2.1.6;Mais de 2 a 3 salários mínimos;69438;pessoas
17.2.2.2.1.7;Mais de 3 a 5 salários mínimos;70803;pessoas
17.2.2.2.1.8;Mais de 5 a 10 salários mínimos;62842;pessoas
17.2.2.2.1.9;Mais de 10 a 15 salários mínimos;14162;pessoas
17.2.2.2.1.10;Mais de 15 a 20 salários mínimos;12454;pessoas
17.2.2.2.1.11;Mais de 20 a 30 salários mínimos;6381;pessoas
17.2.2.2.1.12;Mais de 30 salários mínimos;3324;pessoas
17.2.2.2.1.13;Sem declaração;;pessoas
17.2.2.3;Indígena;;
17.2.2.3.1;Classe de rendimento nominal mensal;;
17.2.2.3.1.1;Sem rendimento;307;pessoas
17.2.2.3.1.2;Até 1/4 de salário mínimo;9;pessoas
17.2.2.3.1.3;Mais de 1/4 a 1/2 salário mínimo;17;pessoas
17.2.2.3.1.4;Mais de 1/2 a 1 salário mínimo;117;pessoas
17.2.2.3.1.5;Mais de 1 a 2 salários mínimos;253;pessoas
17.2.2.3.1.6;Mais de 2 a 3 salários mínimos;105;pessoas
17.2.2.3.1.7;Mais de 3 a 5 salários mínimos;98;pessoas
17.2.2.3.1.8;Mais de 5 a 10 salários mínimos;49;pessoas
17.2.2.3.1.9;Mais de 10 a 15 salários mínimos;13;pessoas
17.2.2.3.1.10;Mais de 15 a 20 salários mínimos;3;pessoas
17.2.2.3.1.11;Mais de 20 a 30 salários mínimos;6;pessoas
17.2.2.3.1.12;Mais de 30 salários mínimos;5;pessoas
17.2.2.3.1.13;Sem declaração;;pessoas
17.2.2.4;Parda;;
17.2.2.4.1;Classe de rendimento nominal mensal;;
17.2.2.4.1.1;Sem rendimento;89472;pessoas
17.2.2.4.1.2;Até 1/4 de salário mínimo;1940;pessoas
17.2.2.4.1.3;Mais de 1/4 a 1/2 salário mínimo;2527;pessoas
17.2.2.4.1.4;Mais de 1/2 a 1 salário mínimo;32008;pessoas
17.2.2.4.1.5;Mais de 1 a 2 salários mínimos;69221;pessoas
17.2.2.4.1.6;Mais de 2 a 3 salários mínimos;20811;pessoas
17.2.2.4.1.7;Mais de 3 a 5 salários mínimos;12403;pessoas
17.2.2.4.1.8;Mais de 5 a 10 salários mínimos;5583;pessoas
17.2.2.4.1.9;Mais de 10 a 15 salários mínimos;801;pessoas
17.2.2.4.1.10;Mais de 15 a 20 salários mínimos;495;pessoas
17.2.2.4.1.11;Mais de 20 a 30 salários mínimos;195;pessoas
17.2.2.4.1.12;Mais de 30 salários mínimos;90;pessoas
17.2.2.4.1.13;Sem declaração;;pessoas
17.2.2.5;Preta;;
17.2.2.5.1;Classe de rendimento nominal mensal;;
17.2.2.5.1.1;Sem rendimento;21820;pessoas
17.2.2.5.1.2;Até 1/4 de salário mínimo;497;pessoas
17.2.2.5.1.3;Mais de 1/4 a 1/2 salário mínimo;662;pessoas
17.2.2.5.1.4;Mais de 1/2 a 1 salário mínimo;10024;pessoas
17.2.2.5.1.5;Mais de 1 a 2 salários mínimos;20721;pessoas
17.2.2.5.1.6;Mais de 2 a 3 salários mínimos;7086;pessoas
17.2.2.5.1.7;Mais de 3 a 5 salários mínimos;4586;pessoas
17.2.2.5.1.8;Mais de 5 a 10 salários mínimos;2203;pessoas
17.2.2.5.1.9;Mais de 10 a 15 salários mínimos;286;pessoas
17.2.2.5.1.10;Mais de 15 a 20 salários mínimos;142;pessoas
17.2.2.5.1.11;Mais de 20 a 30 salários mínimos;46;pessoas
17.2.2.5.1.12;Mais de 30 salários mínimos;30;pessoas
17.2.2.5.1.13;Sem declaração;;pessoas
17.2.2.6;Sem declaração;;
17.2.2.6.1;Classe de rendimento nominal mensal;;
17.2.2.6.1.1;Sem rendimento;44;pessoas
17.2.2.6.1.2;Até 1/4 de salário mínimo;;pessoas
17.2.2.6.1.3;Mais de 1/4 a 1/2 salário mínimo;3;pessoas
17.2.2.6.1.4;Mais de 1/2 a 1 salário mínimo;17;pessoas
17.2.2.6.1.5;Mais de 1 a 2 salários mínimos;26;pessoas
17.2.2.6.1.6;Mais de 2 a 3 salários mínimos;15;pessoas
17.2.2.6.1.7;Mais de 3 a 5 salários mínimos;17;pessoas
17.2.2.6.1.8;Mais de 5 a 10 salários mínimos;12;pessoas
17.2.2.6.1.9;Mais de 10 a 15 salários mínimos;2;pessoas
17.2.2.6.1.10;Mais de 15 a 20 salários mínimos;1;pessoas
17.2.2.6.1.11;Mais de 20 a 30 salários mínimos;1;pessoas
17.2.2.6.1.12;Mais de 30 salários mínimos;1;pessoas
17.2.2.6.1.13;Sem declaração;;pessoas
17.3;População residente;;
17.3.1;Condição de alfabetizado;;
17.3.1.1;Alfabetizado;968404;pessoas
17.3.1.1.1;Grupo de idade;;
17.3.1.1.1.1;10 anos ou mais;920667;pessoas
17.3.1.1.1.1.1;Sexo;;
17.3.1.1.1.1.1.1;Masculino;442528;pessoas
17.3.1.1.1.1.1.2;Feminino;478139;pessoas
17.3.1.1.1.2;15 anos ou mais;843425;pessoas
17.3.1.1.1.2.1;Sexo;;
17.3.1.1.1.2.1.1;Masculino;403465;pessoas
17.3.1.1.1.2.1.2;Feminino;439960;pessoas
17.3.1.1.1.3;5 a 9 anos;47737;pessoas
17.3.1.1.1.3.1;Sexo;;
17.3.1.1.1.3.1.1;Masculino;24034;pessoas
17.3.1.1.1.3.1.2;Feminino;23703;pessoas
17.3.1.1.1.4;10 a 14 anos;77242;pessoas
17.3.1.1.1.4.1;Sexo;;
17.3.1.1.1.4.1.1;Masculino;39063;pessoas
17.3.1.1.1.4.1.2;Feminino;38179;pessoas
17.3.1.1.1.5;20 a 24 anos;96009;pessoas
17.3.1.1.1.5.1;Sexo;;
17.3.1.1.1.5.1.1;Masculino;47727;pessoas
17.3.1.1.1.5.1.2;Feminino;48282;pessoas
17.3.1.1.1.6;25 a 29 anos;103082;pessoas
17.3.1.1.1.6.1;Sexo;;
17.3.1.1.1.6.1.1;Masculino;50551;pessoas
17.3.1.1.1.6.1.2;Feminino;52531;pessoas
17.3.1.1.1.7;30 a 34 anos;95269;pessoas
17.3.1.1.1.7.1;Sexo;;
17.3.1.1.1.7.1.1;Masculino;46558;pessoas
17.3.1.1.1.7.1.2;Feminino;48711;pessoas
17.3.1.1.1.8;35 a 39 anos;82621;pessoas
17.3.1.1.1.8.1;Sexo;;
17.3.1.1.1.8.1.1;Masculino;39991;pessoas
17.3.1.1.1.8.1.2;Feminino;42630;pessoas
17.3.1.1.1.9;40 a 44 anos;77322;pessoas
17.3.1.1.1.9.1;Sexo;;
17.3.1.1.1.9.1.1;Masculino;36953;pessoas
17.3.1.1.1.9.1.2;Feminino;40369;pessoas
17.3.1.1.1.10;45 a 49 anos;71384;pessoas
17.3.1.1.1.10.1;Sexo;;
17.3.1.1.1.10.1.1;Masculino;33661;pessoas
17.3.1.1.1.10.1.2;Feminino;37723;pessoas
17.3.1.1.1.11;50 a 54 anos;64748;pessoas
17.3.1.1.1.11.1;Sexo;;
17.3.1.1.1.11.1.1;Masculino;30391;pessoas
17.3.1.1.1.11.1.2;Feminino;34357;pessoas
17.3.1.1.1.12;55 a 59 anos;52300;pessoas
17.3.1.1.1.12.1;Sexo;;
17.3.1.1.1.12.1.1;Masculino;24320;pessoas
17.3.1.1.1.12.1.2;Feminino;27980;pessoas
17.3.1.1.1.13;60 a 64 anos;39454;pessoas
17.3.1.1.1.13.1;Sexo;;
17.3.1.1.1.13.1.1;Masculino;18078;pessoas
17.3.1.1.1.13.1.2;Feminino;21376;pessoas
17.3.1.1.1.14;65 a 69 anos;27970;pessoas
17.3.1.1.1.14.1;Sexo;;
17.3.1.1.1.14.1.1;Masculino;12861;pessoas
17.3.1.1.1.14.1.2;Feminino;15109;pessoas
17.3.1.1.1.15;70 a 74 anos;21495;pessoas
17.3.1.1.1.15.1;Sexo;;
17.3.1.1.1.15.1.1;Masculino;9599;pessoas
17.3.1.1.1.15.1.2;Feminino;11896;pessoas
17.3.1.1.1.16;75 a 79 anos;14731;pessoas
17.3.1.1.1.16.1;Sexo;;
17.3.1.1.1.16.1.1;Masculino;6134;pessoas
17.3.1.1.1.16.1.2;Feminino;8597;pessoas
17.3.1.1.1.17;80 a 89 anos;13971;pessoas
17.3.1.1.1.17.1;Sexo;;
17.3.1.1.1.17.1.1;Masculino;5111;pessoas
17.3.1.1.1.17.1.2;Feminino;8860;pessoas
17.3.1.1.1.18;90 a 99 anos;2005;pessoas
17.3.1.1.1.18.1;Sexo;;
17.3.1.1.1.18.1.1;Masculino;614;pessoas
17.3.1.1.1.18.1.2;Feminino;1391;pessoas
17.3.1.1.1.19;100 anos ou mais;63;pessoas
17.3.1.1.1.19.1;Sexo;;
17.3.1.1.1.19.1.1;Masculino;21;pessoas
17.3.1.1.1.19.1.2;Feminino;42;pessoas
17.3.1.1.2;Sexo;;
17.3.1.1.2.1;Masculino;466562;pessoas
17.3.1.1.2.1.1;Situação domiciliar;;
17.3.1.1.2.1.1.1;Urbana;458610;pessoas
17.3.1.1.2.1.1.2;Rural;7952;pessoas
17.3.1.1.2.2;Feminino;501842;pessoas
17.3.1.1.2.2.1;Situação domiciliar;;
17.3.1.1.2.2.1.1;Urbana;494062;pessoas
17.3.1.1.2.2.1.2;Rural;7780;pessoas
17.3.1.1.3;Situação domiciliar;;
17.3.1.1.3.1;Urbana;952672;pessoas
17.3.1.1.3.2;Rural;15732;pessoas
17.3.2;Condição no domicílio;;
17.3.2.1;Pessoa responsável;348599;pessoas
17.3.2.1.1;Sexo;;
17.3.2.1.1.1;Masculino;209684;pessoas
17.3.2.1.1.2;Feminino;138915;pessoas
17.3.2.1.2;Compartilhamento da responsabilidade pelo domicílio;;
17.3.2.1.2.1;Sem responsabilidade compartilhada;238339;pessoas
17.3.2.1.2.1.1;Sexo;;
17.3.2.1.2.1.1.1;Masculino;139747;pessoas
17.3.2.1.2.1.1.2;Feminino;98592;pessoas
17.3.2.1.2.2;Com responsabilidade compartilhada;110036;pessoas
17.3.2.1.2.2.1;Sexo;;
17.3.2.1.2.2.1.1;Masculino;69808;pessoas
17.3.2.1.2.2.1.2;Feminino;40228;pessoas
17.3.2.2;Cônjuge ou companheiro(a);221213;pessoas
17.3.2.2.1;Cônjuge ou companheiro(a) de sexo diferente;220581;pessoas
17.3.2.2.1.1;Sexo;;
17.3.2.2.1.1.1;Masculino;51605;pessoas
17.3.2.2.1.1.2;Feminino;168976;pessoas
17.3.2.2.2;Cônjuge ou companheiro(a) do mesmo sexo;632;pessoas
17.3.2.2.2.1;Sexo;;
17.3.2.2.2.1.1;Masculino;368;pessoas
17.3.2.2.2.1.2;Feminino;264;pessoas
17.3.2.2.3;Sexo;;
17.3.2.2.3.1;Masculino;51973;pessoas
17.3.2.2.3.2;Feminino;169240;pessoas
17.3.2.3;Agregado(a);2270;pessoas
17.3.2.3.1;Sexo;;
17.3.2.3.1.1;Masculino;1243;pessoas
17.3.2.3.1.2;Feminino;1027;pessoas
17.3.2.4;Avô ou avó;988;pessoas
17.3.2.4.1;Sexo;;
17.3.2.4.1.1;Masculino;218;pessoas
17.3.2.4.1.2;Feminino;770;pessoas
17.3.2.5;Bisneto(a);979;pessoas
17.3.2.5.1;Sexo;;
17.3.2.5.1.1;Masculino;493;pessoas
17.3.2.5.1.2;Feminino;486;pessoas
17.3.2.6;Enteado(a);12699;pessoas
17.3.2.6.1;Sexo;;
17.3.2.6.1.1;Masculino;6698;pessoas
17.3.2.6.1.2;Feminino;6001;pessoas
17.3.2.7;Filho(a);354816;pessoas
17.3.2.7.1;Filiação da pessoa responsável e do cônjuge;248760;pessoas
17.3.2.7.1.1;Sexo;;
17.3.2.7.1.1.1;Masculino;129560;pessoas
17.3.2.7.1.1.2;Feminino;119200;pessoas
17.3.2.7.2;Filiação somente da pessoa responsável;106056;pessoas
17.3.2.7.2.1;Sexo;;
17.3.2.7.2.1.1;Masculino;54697;pessoas
17.3.2.7.2.1.2;Feminino;51359;pessoas
17.3.2.7.3;Sexo;;
17.3.2.7.3.1;Masculino;184257;pessoas
17.3.2.7.3.2;Feminino;170559;pessoas
17.3.2.8;Genro ou nora;11811;pessoas
17.3.2.8.1;Sexo;;
17.3.2.8.1.1;Masculino;6077;pessoas
17.3.2.8.1.2;Feminino;5734;pessoas
17.3.2.9;Irmão ou irmã;22401;pessoas
17.3.2.9.1;Sexo;;
17.3.2.9.1.1;Masculino;11415;pessoas
17.3.2.9.1.2;Feminino;10986;pessoas
17.3.2.10;Neto(a);37750;pessoas
17.3.2.10.1;Sexo;;
17.3.2.10.1.1;Masculino;19624;pessoas
17.3.2.10.1.2;Feminino;18126;pessoas
17.3.2.11;Pai, mãe, padrasto ou madrasta;21290;pessoas
17.3.2.11.1;Sexo;;
17.3.2.11.1.1;Masculino;6283;pessoas
17.3.2.11.1.2;Feminino;15007;pessoas
17.3.2.12;Sogro(a);4825;pessoas
17.3.2.12.1;Sexo;;
17.3.2.12.1.1;Masculino;1133;pessoas
17.3.2.12.1.2;Feminino;3692;pessoas
17.3.2.13;Outro parente;21728;pessoas
17.3.2.13.1;Sexo;;
17.3.2.13.1.1;Masculino;11558;pessoas
17.3.2.13.1.2;Feminino;10170;pessoas
17.3.2.14;Convivente;11750;pessoas
17.3.2.14.1;Sexo;;
17.3.2.14.1.1;Masculino;6675;pessoas
17.3.2.14.1.2;Feminino;5075;pessoas
17.3.2.15;Empregado(a) doméstico(a);970;pessoas
17.3.2.15.1;Sexo;;
17.3.2.15.1.1;Masculino;84;pessoas
17.3.2.15.1.2;Feminino;886;pessoas
17.3.2.16;Individual em domicílio coletivo;5155;pessoas
17.3.2.16.1;Sexo;;
17.3.2.16.1.1;Masculino;2916;pessoas
17.3.2.16.1.2;Feminino;2239;pessoas
17.3.2.17;Parente do(a) empregado(a) doméstico(a);70;pessoas
17.3.2.17.1;Sexo;;
17.3.2.17.1.1;Masculino;39;pessoas
17.3.2.17.1.2;Feminino;31;pessoas
17.3.2.18;Pensionista;799;pessoas
17.3.2.18.1;Sexo;;
17.3.2.18.1.1;Masculino;495;pessoas
17.3.2.18.1.2;Feminino;304;pessoas
17.3.3;Cor ou raça;;
17.3.3.1;Amarela;;
17.3.3.1.1;Condição de alfabetizado;;
17.3.3.1.1.1;Alfabetizado;12477;pessoas
17.3.3.1.1.1.1;Sexo;;
17.3.3.1.1.1.1.1;Masculino;6017;pessoas
17.3.3.1.1.1.1.2;Feminino;6460;pessoas
17.3.3.1.2;Grupo de idade;;
17.3.3.1.2.1;0 a 4 anos;446;pessoas
17.3.3.1.2.2;5 a 9 anos;538;pessoas
17.3.3.1.2.3;10 a 14 anos;614;pessoas
17.3.3.1.2.4;15 a 19 anos;763;pessoas
17.3.3.1.2.4.1;15 a 17 anos;411;pessoas
17.3.3.1.2.4.2;18 ou 19 anos;352;pessoas
17.3.3.1.2.5;20 a 24 anos;1047;pessoas
17.3.3.1.2.6;25 a 29 anos;1320;pessoas
17.3.3.1.2.7;30 a 34 anos;1146;pessoas
17.3.3.1.2.8;35 a 39 anos;1005;pessoas
17.3.3.1.2.9;40 a 44 anos;993;pessoas
17.3.3.1.2.10;45 a 49 anos;920;pessoas
17.3.3.1.2.11;50 a 54 anos;905;pessoas
17.3.3.1.2.12;55 a 59 anos;889;pessoas
17.3.3.1.2.13;60 a 64 anos;806;pessoas
17.3.3.1.2.14;65 a 69 anos;671;pessoas
17.3.3.1.2.15;70 a 74 anos;517;pessoas
17.3.3.1.2.16;75 a 79 anos;319;pessoas
17.3.3.1.2.17;80 a 89 anos;321;pessoas
17.3.3.1.2.18;90 a 99 anos;52;pessoas
17.3.3.1.2.19;100 anos ou mais;3;pessoas
17.3.3.2;Branca;;
17.3.3.2.1;Condição de alfabetizado;;
17.3.3.2.1.1;Alfabetizado;650394;pessoas
17.3.3.2.1.1.1;Sexo;;
17.3.3.2.1.1.1.1;Masculino;307274;pessoas
17.3.3.2.1.1.1.2;Feminino;343120;pessoas
17.3.3.2.2;Grupo de idade;;
17.3.3.2.2.1;0 a 4 anos;42253;pessoas
17.3.3.2.2.2;5 a 9 anos;40736;pessoas
17.3.3.2.2.3;10 a 14 anos;45634;pessoas
17.3.3.2.2.4;15 a 19 anos;48910;pessoas
17.3.3.2.2.4.1;15 a 17 anos;28417;pessoas
17.3.3.2.2.4.2;18 ou 19 anos;20493;pessoas
17.3.3.2.2.5;20 a 24 anos;60840;pessoas
17.3.3.2.2.6;25 a 29 anos;68010;pessoas
17.3.3.2.2.7;30 a 34 anos;62794;pessoas
17.3.3.2.2.8;35 a 39 anos;54652;pessoas
17.3.3.2.2.9;40 a 44 anos;52626;pessoas
17.3.3.2.2.10;45 a 49 anos;50847;pessoas
17.3.3.2.2.11;50 a 54 anos;47095;pessoas
17.3.3.2.2.12;55 a 59 anos;39629;pessoas
17.3.3.2.2.13;60 a 64 anos;31180;pessoas
17.3.3.2.2.14;65 a 69 anos;23071;pessoas
17.3.3.2.2.15;70 a 74 anos;18583;pessoas
17.3.3.2.2.16;75 a 79 anos;13596;pessoas
17.3.3.2.2.17;80 a 89 anos;13791;pessoas
17.3.3.2.2.18;90 a 99 anos;2076;pessoas
17.3.3.2.2.19;100 anos ou mais;63;pessoas
17.3.3.3;Indígena;;
17.3.3.3.1;Condição de alfabetizado;;
17.3.3.3.1.1;Alfabetizado;953;pessoas
17.3.3.3.1.1.1;Sexo;;
17.3.3.3.1.1.1.1;Masculino;479;pessoas
